"customer_key";"customer_number";"customer_name";"age";"total_orders";"total_sales";"total_quantity";"total_products";"lifespan";"age_group";"customer_segment";"last_order";"recency";"avg_order_value";"avg_monthly_spends"
8307;"AW00019306";"Candace Perez";52;1;29.0;2.0;2;0;"50 and Above";"New";"2013-07-13";154;29.0;29.0
8308;"AW00019307";"Micheal Alonso";52;1;149.0;3.0;3;0;"50 and Above";"New";"2013-10-27";151;149.0;149.0
8309;"AW00019308";"Casey Rai";52;2;1549.0;3.0;3;20;"50 and Above";"Regular";"2013-12-13";149;774.5;77.45
8310;"AW00019309";"Frank Suarez";52;2;2519.0;3.0;3;18;"50 and Above";"Regular";"2013-12-16";149;1259.5;139.94
8311;"AW00019310";"Evelyn Raman";47;2;1611.0;4.0;4;12;"40-49";"Regular";"2013-06-05";155;805.5;134.25
8312;"AW00019311";"Dana Rubio";52;3;4640.0;6.0;6;12;"50 and Above";"Regular";"2013-11-28";150;1546.67;386.67
8313;"AW00019312";"Valerie Zheng";52;2;1564.0;4.0;4;18;"50 and Above";"Regular";"2013-11-05";150;782.0;86.89
8314;"AW00019313";"Charles Baker";53;2;2533.0;4.0;4;17;"50 and Above";"Regular";"2013-12-21";149;1266.5;149.0
8315;"AW00019314";"Alvin Beck";48;2;2730.0;4.0;4;13;"40-49";"Regular";"2013-12-21";149;1365.0;210.0
8316;"AW00019315";"Devon Sharma";53;2;2538.0;3.0;3;17;"50 and Above";"Regular";"2013-12-02";149;1269.0;149.29
8317;"AW00019316";"Raymond Srini";48;2;2701.0;2.0;2;11;"40-49";"New";"2013-11-29";150;1350.5;245.55
8318;"AW00019317";"Sara Scott";48;1;5.0;1.0;1;0;"40-49";"New";"2013-04-16";157;5.0;5.0
8319;"AW00019318";"Jamie Dominguez";53;2;2538.0;3.0;3;17;"50 and Above";"Regular";"2013-12-12";149;1269.0;149.29
8320;"AW00019319";"Darryl Guo";48;2;2562.0;4.0;4;16;"40-49";"Regular";"2013-12-22";149;1281.0;160.13
8321;"AW00019320";"Bethany Deng";54;2;1981.0;4.0;4;5;"50 and Above";"New";"2013-01-05";160;990.5;396.2
8322;"AW00019321";"Clifford Weber";48;2;2736.0;3.0;3;12;"40-49";"Regular";"2013-12-01";149;1368.0;228.0
8323;"AW00019322";"Gerald Romero";49;2;1565.0;2.0;2;18;"40-49";"Regular";"2013-12-09";149;782.5;86.94
8324;"AW00019323";"Jeremy Rogers";42;2;1584.0;4.0;4;11;"40-49";"New";"2013-07-28";154;792.0;144.0
8325;"AW00019324";"Tanya Blanco";53;2;1602.0;3.0;3;11;"50 and Above";"New";"2013-07-11";154;801.0;145.64
8326;"AW00019325";"Kelli Chen";53;3;4245.0;5.0;5;32;"50 and Above";"Regular";"2013-11-14";150;1415.0;132.66
8327;"AW00019326";"Marcus Robinson";43;2;1903.0;2.0;2;5;"40-49";"New";"2013-01-24";160;951.5;380.6
8328;"AW00019327";"Candace Gonzalez";54;1;5.0;1.0;1;0;"50 and Above";"New";"2013-02-09";159;5.0;5.0
8329;"AW00019328";"Shawn Xu";55;1;27.0;2.0;2;0;"50 and Above";"New";"2013-04-14";157;27.0;27.0
8330;"AW00019329";"Nancy Srini";55;2;2459.0;4.0;4;33;"50 and Above";"Regular";"2013-11-29";150;1229.5;74.52
8331;"AW00019330";"Johnny Shen";55;1;31.0;3.0;3;0;"50 and Above";"New";"2013-09-01";152;31.0;31.0
8332;"AW00019331";"Jessie Hu";49;1;29.0;2.0;2;0;"40-49";"New";"2013-12-28";149;29.0;29.0
8333;"AW00019332";"Kelvin Alan";49;1;83.0;3.0;3;0;"40-49";"New";"2013-03-13";158;83.0;83.0
8334;"AW00019333";"Candace Malhotra";55;1;35.0;3.0;3;0;"50 and Above";"New";"2013-11-27";150;35.0;35.0
8335;"AW00019334";"Katherine Baker";51;1;64.0;3.0;3;0;"50 and Above";"New";"2013-03-12";158;64.0;64.0
8336;"AW00019335";"Cedric Ye";56;2;1957.0;3.0;3;4;"50 and Above";"New";"2013-01-06";160;978.5;489.25
8337;"AW00019336";"Ricardo Andersen";56;2;1957.0;3.0;3;5;"50 and Above";"New";"2013-02-14";159;978.5;391.4
8338;"AW00019337";"Bonnie Luo";50;2;1575.0;3.0;3;18;"50 and Above";"Regular";"2013-12-15";149;787.5;87.5
8339;"AW00019338";"Paula Dominguez";54;2;1583.0;4.0;4;11;"50 and Above";"New";"2013-08-16";153;791.5;143.91
8340;"AW00019339";"Lance Gomez";54;3;4316.0;6.0;6;31;"50 and Above";"Regular";"2013-11-14";150;1438.67;139.23
8341;"AW00019340";"Renee Dominguez";54;3;4314.0;8.0;7;31;"50 and Above";"Regular";"2013-12-08";149;1438.0;139.16
8342;"AW00019341";"Clarence Huang";54;2;3498.0;3.0;3;6;"50 and Above";"New";"2013-01-03";160;1749.0;583.0
8343;"AW00019342";"Aimee Zeng";52;1;31.0;3.0;3;0;"50 and Above";"New";"2013-05-06";156;31.0;31.0
8344;"AW00019343";"Louis Ye";57;2;1952.0;5.0;5;6;"50 and Above";"New";"2013-02-25";159;976.0;325.33
8345;"AW00019344";"Mandy Ma";51;1;186.0;3.0;3;0;"50 and Above";"New";"2013-01-28";160;186.0;186.0
8346;"AW00019345";"Kaitlin Prasad";49;1;70.0;3.0;3;0;"40-49";"New";"2013-03-31";158;70.0;70.0
8347;"AW00019346";"Donna She";49;1;21.0;1.0;1;0;"40-49";"New";"2013-02-02";159;21.0;21.0
8348;"AW00019347";"Alvin Zhao";55;1;27.0;3.0;3;0;"50 and Above";"New";"2014-01-11";148;27.0;27.0
8349;"AW00019348";"Ebony Raman";55;1;21.0;1.0;1;0;"50 and Above";"New";"2013-02-27";159;21.0;21.0
8350;"AW00019349";"Warren Anand";50;1;70.0;3.0;3;0;"50 and Above";"New";"2013-09-08";152;70.0;70.0
8351;"AW00019350";"Bethany Ashe";45;1;23.0;2.0;2;0;"40-49";"New";"2013-04-20";157;23.0;23.0
8352;"AW00019351";"Edgar Vance";57;1;5.0;1.0;1;0;"50 and Above";"New";"2013-04-22";157;5.0;5.0
8353;"AW00019352";"Arturo Chen";57;1;14.0;2.0;2;0;"50 and Above";"New";"2013-04-21";157;14.0;14.0
8354;"AW00019353";"Desiree Gill";51;2;2400.0;2.0;2;31;"50 and Above";"Regular";"2013-12-14";149;1200.0;77.42
8355;"AW00019354";"Abby Madan";43;1;37.0;3.0;3;0;"40-49";"New";"2013-11-30";150;37.0;37.0
8356;"AW00019355";"Danny Munoz";43;1;25.0;1.0;1;0;"40-49";"New";"2013-08-25";153;25.0;25.0
8357;"AW00019356";"Francis Ortega";44;1;79.0;4.0;4;0;"40-49";"New";"2013-12-27";149;79.0;79.0
8358;"AW00019357";"Ryan Flores";41;2;2478.0;4.0;4;30;"40-49";"Regular";"2013-12-07";149;1239.0;82.6
8359;"AW00019358";"Jonathan Bryant";42;1;14.0;2.0;2;0;"40-49";"New";"2013-09-10";152;14.0;14.0
8360;"AW00019359";"Roberto Townsend";57;2;3478.0;3.0;3;6;"50 and Above";"New";"2013-01-07";160;1739.0;579.67
8361;"AW00019360";"Joanna Hernandez";57;2;3511.0;5.0;5;6;"50 and Above";"New";"2013-01-01";160;1755.5;585.17
8362;"AW00019361";"Stacey Sun";57;2;3478.0;3.0;3;7;"50 and Above";"New";"2013-01-25";160;1739.0;496.86
8363;"AW00019362";"Karl Raje";51;2;3443.0;2.0;2;7;"50 and Above";"New";"2013-01-19";160;1721.5;491.86
8364;"AW00019363";"Regina Raman";58;1;5.0;1.0;1;0;"50 and Above";"New";"2013-05-16";156;5.0;5.0
8365;"AW00019364";"Alejandro Nara";52;3;4313.0;6.0;6;30;"50 and Above";"Regular";"2013-12-01";149;1437.67;143.77
8366;"AW00019365";"Wayne Shan";58;3;4322.0;8.0;8;30;"50 and Above";"Regular";"2013-12-21";149;1440.67;144.07
8367;"AW00019366";"Christy Beck";58;2;1617.0;4.0;4;12;"50 and Above";"Regular";"2013-09-13";152;808.5;134.75
8368;"AW00019367";"Johnathan Gonzalez";42;1;59.0;2.0;2;0;"40-49";"New";"2013-12-22";149;59.0;59.0
8369;"AW00019368";"Lindsay Anand";42;1;32.0;2.0;2;0;"40-49";"New";"2013-11-14";150;32.0;32.0
8370;"AW00019369";"Clifford Suri";42;1;64.0;3.0;3;0;"40-49";"New";"2013-03-31";158;64.0;64.0
8371;"AW00019370";"Gilbert Yang";43;1;5.0;1.0;1;0;"40-49";"New";"2013-08-23";153;5.0;5.0
8372;"AW00019371";"Roy Mehta";43;1;32.0;2.0;2;0;"40-49";"New";"2013-10-31";151;32.0;32.0
8373;"AW00019372";"Cassidy Long";44;1;29.0;2.0;2;0;"40-49";"New";"2013-08-25";153;29.0;29.0
8374;"AW00019373";"Rebekah Suri";44;1;90.0;3.0;3;0;"40-49";"New";"2013-07-05";154;90.0;90.0
8375;"AW00019374";"Paula Ashe";45;1;29.0;2.0;2;0;"40-49";"New";"2013-10-07";151;29.0;29.0
8376;"AW00019375";"Omar Anand";45;1;121.0;4.0;4;0;"40-49";"New";"2013-04-16";157;121.0;121.0
8377;"AW00019376";"Paige Wood";44;1;29.0;2.0;2;0;"40-49";"New";"2013-11-22";150;29.0;29.0
8378;"AW00019377";"Dominic Chandra";44;1;116.0;7.0;7;0;"40-49";"New";"2014-01-20";148;116.0;116.0
8379;"AW00019378";"Lucas Davis";44;1;25.0;1.0;1;0;"40-49";"New";"2013-12-23";149;25.0;25.0
8380;"AW00019379";"Crystal Guo";46;1;103.0;4.0;4;0;"40-49";"New";"2013-10-17";151;103.0;103.0
8381;"AW00019380";"Marshall Luo";45;2;1934.0;5.0;5;5;"40-49";"New";"2013-02-17";159;967.0;386.8
8382;"AW00019381";"Brandi Romero";45;2;1953.0;3.0;3;4;"40-49";"New";"2013-02-14";159;976.5;488.25
8383;"AW00019382";"Jerry Shan";45;2;3443.0;2.0;2;6;"40-49";"New";"2013-01-20";160;1721.5;573.83
8384;"AW00019383";"Roger Nath";47;1;120.0;4.0;4;0;"40-49";"New";"2013-03-06";158;120.0;120.0
8385;"AW00019384";"Gilbert Rai";47;1;32.0;2.0;2;0;"40-49";"New";"2013-12-21";149;32.0;32.0
8386;"AW00019385";"Alisha Lin";42;1;117.0;4.0;4;0;"40-49";"New";"2013-12-01";149;117.0;117.0
8387;"AW00019386";"Allen Martinez";46;2;1938.0;3.0;3;6;"40-49";"New";"2013-03-10";158;969.0;323.0
8388;"AW00019387";"Ruth Rana";46;2;2464.0;5.0;5;29;"40-49";"Regular";"2013-12-19";149;1232.0;84.97
8389;"AW00019388";"Alberto Martin";40;1;45.0;4.0;4;0;"40-49";"New";"2013-04-17";157;45.0;45.0
8390;"AW00019389";"Terrence Goel";42;1;138.0;5.0;5;0;"40-49";"New";"2013-05-21";156;138.0;138.0
8391;"AW00019390";"Terrance Perez";42;1;5.0;1.0;1;0;"40-49";"New";"2013-08-02";153;5.0;5.0
8392;"AW00019391";"Sergio Rana";42;1;43.0;3.0;3;0;"40-49";"New";"2013-09-24";152;43.0;43.0
8393;"AW00019392";"Sergio Kapoor";42;1;27.0;2.0;2;0;"40-49";"New";"2013-02-16";159;27.0;27.0
8394;"AW00019393";"Miguel Anderson";59;1;1134.0;3.0;3;0;"50 and Above";"New";"2013-01-07";160;1134.0;1134.0
8395;"AW00019394";"Henry Nelson";59;1;1155.0;2.0;2;0;"50 and Above";"New";"2013-06-12";155;1155.0;1155.0
8396;"AW00019395";"Austin Zhang";60;1;1155.0;2.0;2;0;"50 and Above";"New";"2013-02-24";159;1155.0;1155.0
8397;"AW00019396";"Tammy Prasad";60;1;1169.0;4.0;4;0;"50 and Above";"New";"2013-02-27";159;1169.0;1169.0
8398;"AW00019397";"Terry Shen";54;1;79.0;2.0;2;0;"50 and Above";"New";"2013-09-07";152;79.0;79.0
8399;"AW00019398";"Dylan Gonzales";60;1;70.0;1.0;1;0;"50 and Above";"New";"2013-11-09";150;70.0;70.0
8400;"AW00019399";"Anthony Brown";60;2;151.0;6.0;6;1;"50 and Above";"New";"2013-06-11";155;75.5;151.0
8401;"AW00019400";"Gavin Hayes";53;1;1179.0;3.0;3;0;"50 and Above";"New";"2013-06-16";155;1179.0;1179.0
8402;"AW00019401";"Kyle Hernandez";53;1;1170.0;2.0;2;0;"50 and Above";"New";"2013-02-22";159;1170.0;1170.0
8403;"AW00019402";"Jeremiah Scott";53;1;1254.0;4.0;4;0;"50 and Above";"New";"2013-02-10";159;1254.0;1254.0
8404;"AW00019403";"Morgan Cook";53;1;1155.0;2.0;2;0;"50 and Above";"New";"2013-01-30";160;1155.0;1155.0
8405;"AW00019404";"Nicole Moore";92;1;5.0;1.0;1;0;"50 and Above";"New";"2013-12-25";149;5.0;5.0
8406;"AW00019405";"Abigail Smith";54;1;1170.0;2.0;2;0;"50 and Above";"New";"2013-02-09";159;1170.0;1170.0
8407;"AW00019406";"Brooke Travers";54;1;1188.0;4.0;4;0;"50 and Above";"New";"2013-02-26";159;1188.0;1188.0
8408;"AW00019407";"Sarah Perry";60;1;1155.0;2.0;2;0;"50 and Above";"New";"2013-02-22";159;1155.0;1155.0
8409;"AW00019408";"Taylor Richardson";60;1;1129.0;2.0;2;0;"50 and Above";"New";"2013-02-20";159;1129.0;1129.0
8410;"AW00019409";"Savannah Allen";60;1;1183.0;3.0;3;0;"50 and Above";"New";"2013-02-08";159;1183.0;1183.0
8411;"AW00019410";"Chloe Adams";61;1;1120.0;1.0;1;0;"50 and Above";"New";"2013-02-25";159;1120.0;1120.0
8412;"AW00019411";"Sarah Alexander";61;2;70.0;3.0;3;1;"50 and Above";"New";"2014-01-08";148;35.0;70.0
8413;"AW00019412";"Jaime Chander";61;1;619.0;4.0;4;0;"50 and Above";"New";"2013-05-19";156;619.0;619.0
8414;"AW00019413";"Xavier Kelly";62;1;1145.0;2.0;2;0;"50 and Above";"New";"2013-01-28";160;1145.0;1145.0
8415;"AW00019414";"Alexis Ashe";51;1;1145.0;2.0;2;0;"50 and Above";"New";"2013-06-01";155;1145.0;1145.0
8416;"AW00019415";"Devin Collins";54;2;2435.0;3.0;3;30;"50 and Above";"Regular";"2013-12-24";149;1217.5;81.17
8417;"AW00019416";"Caitlin Morris";60;2;3476.0;3.0;3;6;"50 and Above";"New";"2013-01-10";160;1738.0;579.33
8418;"AW00019417";"Alexis Foster";61;2;1854.0;3.0;3;18;"50 and Above";"Regular";"2013-01-04";160;927.0;103.0
8419;"AW00019418";"Nathan Miller";61;2;3476.0;3.0;3;5;"50 and Above";"New";"2013-01-03";160;1738.0;695.2
8420;"AW00019419";"Allison Adams";50;2;1602.0;3.0;3;12;"50 and Above";"Regular";"2013-10-06";151;801.0;133.5
8421;"AW00019420";"Stanley Raman";61;3;4315.0;8.0;8;28;"50 and Above";"Regular";"2013-12-06";149;1438.33;154.11
8422;"AW00019421";"Jay Rana";50;2;1930.0;4.0;4;5;"50 and Above";"New";"2013-03-11";158;965.0;386.0
8423;"AW00019422";"Paula Gutierrez";50;2;1819.0;2.0;2;17;"50 and Above";"Regular";"2013-01-24";160;909.5;107.0
8424;"AW00019423";"Maria Price";50;2;1938.0;3.0;3;4;"50 and Above";"New";"2013-03-12";158;969.0;484.5
8425;"AW00019424";"Terrance Smith";51;2;3511.0;5.0;5;6;"50 and Above";"New";"2013-01-20";160;1755.5;585.17
8426;"AW00019425";"Arturo Zhao";51;1;31.0;3.0;3;0;"50 and Above";"New";"2013-06-08";155;31.0;31.0
8427;"AW00019426";"Brian Stewart";50;2;1938.0;3.0;3;5;"50 and Above";"New";"2013-04-10";157;969.0;387.6
8428;"AW00019427";"Troy Lopez";50;2;1967.0;5.0;5;8;"50 and Above";"New";"2013-06-13";155;983.5;245.88
8429;"AW00019428";"Eric Turner";45;2;1878.0;4.0;4;18;"40-49";"Regular";"2013-01-09";160;939.0;104.33
8430;"AW00019429";"Jared Kelly";50;2;1854.0;3.0;3;18;"50 and Above";"Regular";"2013-02-25";159;927.0;103.0
8431;"AW00019430";"Sharon Goel";100;1;64.0;3.0;3;0;"50 and Above";"New";"2013-11-22";150;64.0;64.0
8432;"AW00019431";"Bonnie She";51;1;5.0;1.0;1;0;"50 and Above";"New";"2013-09-22";152;5.0;5.0
8433;"AW00019432";"Armando Dominguez";45;2;1869.0;3.0;3;18;"40-49";"Regular";"2013-02-15";159;934.5;103.83
8434;"AW00019433";"Bridget Raje";50;2;3478.0;3.0;3;5;"50 and Above";"New";"2013-01-16";160;1739.0;695.6
8435;"AW00019434";"Geoffrey Ashe";45;2;1934.0;5.0;5;8;"40-49";"New";"2013-06-25";155;967.0;241.75
8436;"AW00019435";"Benjamin Thompson";45;2;3457.0;4.0;4;5;"40-49";"New";"2013-01-27";160;1728.5;691.4
8437;"AW00019436";"Gregory Pal";51;2;1942.0;6.0;6;7;"50 and Above";"New";"2013-06-03";155;971.0;277.43
8438;"AW00019437";"Kelsey Rai";46;2;3480.0;4.0;4;4;"40-49";"New";"2013-01-10";160;1740.0;870.0
8439;"AW00019438";"Shannon Hu";45;3;4338.0;7.0;7;26;"40-49";"Regular";"2013-12-02";149;1446.0;166.85
8440;"AW00019439";"Franklin Xu";51;3;4350.0;7.0;7;25;"50 and Above";"Regular";"2013-12-02";149;1450.0;174.0
8441;"AW00019440";"Alicia Sharma";51;2;3492.0;5.0;5;5;"50 and Above";"New";"2013-02-21";159;1746.0;698.4
8442;"AW00019441";"Dale She";51;2;1567.0;4.0;4;12;"50 and Above";"Regular";"2013-10-31";151;783.5;130.58
8443;"AW00019442";"Connor Hill";40;2;1602.0;3.0;3;13;"40-49";"Regular";"2013-11-26";150;801.0;123.23
8444;"AW00019443";"Dominic Raman";63;2;1863.0;4.0;4;15;"50 and Above";"Regular";"2013-02-06";159;931.5;124.2
8445;"AW00019444";"Kayla Thomas";52;1;59.0;2.0;2;0;"50 and Above";"New";"2013-10-12";151;59.0;59.0
8446;"AW00019445";"Emma Thompson";52;1;64.0;3.0;3;0;"50 and Above";"New";"2013-10-27";151;64.0;64.0
8447;"AW00019446";"Bridget Nath";52;2;1560.0;3.0;3;13;"50 and Above";"Regular";"2013-12-12";149;780.0;120.0
8448;"AW00019447";"Yolanda Simpson";52;2;1587.0;4.0;4;13;"50 and Above";"Regular";"2013-12-02";149;793.5;122.08
8449;"AW00019448";"Meagan Fernandez";53;2;3544.0;5.0;5;4;"50 and Above";"New";"2013-02-15";159;1772.0;886.0
8450;"AW00019449";"Nuan Yuan";94;1;45.0;4.0;4;0;"50 and Above";"New";"2013-06-27";155;45.0;45.0
8451;"AW00019450";"Keith Lal";53;2;1887.0;5.0;5;16;"50 and Above";"Regular";"2013-02-21";159;943.5;117.94
8452;"AW00019451";"Pedro Sara";54;2;1869.0;3.0;3;15;"50 and Above";"Regular";"2013-02-12";159;934.5;124.6
8453;"AW00019452";"Jacob Anderson";53;2;1611.0;4.0;4;13;"50 and Above";"Regular";"2013-12-20";149;805.5;123.92
8454;"AW00019453";"Veronica Rana";48;3;4268.0;7.0;7;25;"40-49";"Regular";"2013-12-14";149;1422.67;170.72
8455;"AW00019454";"Roger Sharma";53;3;4364.0;6.0;6;26;"50 and Above";"Regular";"2013-12-26";149;1454.67;167.85
8456;"AW00019455";"Jack Perez";53;2;3478.0;3.0;3;5;"50 and Above";"New";"2013-02-09";159;1739.0;695.6
8457;"AW00019456";"Jesse Perez";93;1;37.0;3.0;3;0;"50 and Above";"New";"2013-12-20";149;37.0;37.0
8458;"AW00019457";"Jennifer Williams";93;1;93.0;3.0;3;0;"50 and Above";"New";"2013-12-13";149;93.0;93.0
8459;"AW00019458";"Tyrone Blanco";54;2;1957.0;3.0;3;6;"50 and Above";"New";"2013-06-13";155;978.5;326.17
8460;"AW00019459";"Katie Yuan";54;2;3478.0;3.0;3;3;"50 and Above";"New";"2013-02-14";159;1739.0;1159.33
8461;"AW00019460";"Arthur Diaz";54;1;29.0;2.0;2;0;"50 and Above";"New";"2013-03-08";158;29.0;29.0
8462;"AW00019461";"Nichole Shan";55;1;25.0;1.0;1;0;"50 and Above";"New";"2013-09-08";152;25.0;25.0
8463;"AW00019462";"Paige Travers";49;1;29.0;2.0;2;0;"40-49";"New";"2013-03-10";158;29.0;29.0
8464;"AW00019463";"Cassandra Chandra";55;1;5.0;1.0;1;0;"50 and Above";"New";"2013-03-09";158;5.0;5.0
8465;"AW00019464";"Tyrone Alonso";91;1;59.0;2.0;2;0;"50 and Above";"New";"2013-10-17";151;59.0;59.0
8466;"AW00019465";"Sierra Baker";91;1;5.0;1.0;1;0;"50 and Above";"New";"2013-05-19";156;5.0;5.0
8467;"AW00019466";"Morgan Lopez";56;1;64.0;3.0;3;0;"50 and Above";"New";"2013-05-20";156;64.0;64.0
8468;"AW00019467";"Krista Alvarez";56;2;3485.0;4.0;4;4;"50 and Above";"New";"2013-03-05";158;1742.5;871.25
8469;"AW00019468";"Ramon Lin";51;1;6.0;2.0;2;0;"50 and Above";"New";"2013-11-23";150;6.0;6.0
8470;"AW00019469";"Valerie Cai";57;1;39.0;2.0;2;0;"50 and Above";"New";"2014-01-08";148;39.0;39.0
8471;"AW00019470";"Kelli Ye";51;1;75.0;2.0;2;0;"50 and Above";"New";"2013-09-01";152;75.0;75.0
8472;"AW00019471";"Bryant Martinez";57;2;3478.0;3.0;3;5;"50 and Above";"New";"2013-03-12";158;1739.0;695.6
8473;"AW00019472";"Heidi Sara";52;2;1854.0;3.0;3;16;"50 and Above";"Regular";"2013-03-11";158;927.0;115.88
8474;"AW00019473";"Roger Chande";51;2;1917.0;4.0;4;7;"50 and Above";"New";"2013-06-01";155;958.5;273.86
8475;"AW00019474";"Jenny Luo";54;2;1589.0;5.0;5;12;"50 and Above";"Regular";"2013-12-07";149;794.5;132.42
8476;"AW00019475";"Mandy Ye";54;2;1395.0;6.0;6;2;"50 and Above";"New";"2013-01-17";160;697.5;697.5
8477;"AW00019476";"Sarah Anderson";48;3;4347.0;7.0;7;25;"40-49";"Regular";"2013-12-09";149;1449.0;173.88
8478;"AW00019477";"Lance Rubio";54;2;3533.0;4.0;4;4;"50 and Above";"New";"2013-01-30";160;1766.5;883.25
8479;"AW00019478";"Tasha Goel";53;1;23.0;2.0;2;0;"50 and Above";"New";"2013-10-01";151;23.0;23.0
8480;"AW00019479";"Jessica Gray";51;2;3443.0;2.0;2;4;"50 and Above";"New";"2013-03-02";158;1721.5;860.75
8481;"AW00019480";"Lisa Zeng";52;2;1934.0;5.0;5;7;"50 and Above";"New";"2013-06-21";155;967.0;276.29
8482;"AW00019481";"Darren Suarez";53;1;4.0;1.0;1;0;"50 and Above";"New";"2013-09-04";152;4.0;4.0
8483;"AW00019482";"Andy Ortega";58;2;1854.0;3.0;3;15;"50 and Above";"Regular";"2013-03-15";158;927.0;123.6
8484;"AW00019483";"Michele Serrano";81;1;34.0;2.0;2;0;"50 and Above";"New";"2013-08-26";153;34.0;34.0
8485;"AW00019484";"Willie Liang";55;1;39.0;2.0;2;0;"50 and Above";"New";"2013-11-17";150;39.0;39.0
8486;"AW00019485";"Raul Shan";55;1;6.0;2.0;2;0;"50 and Above";"New";"2013-12-09";149;6.0;6.0
8487;"AW00019486";"Melanie Price";55;1;119.0;4.0;4;0;"50 and Above";"New";"2014-01-16";148;119.0;119.0
8488;"AW00019487";"Dwayne Gutierrez";56;1;6.0;2.0;2;0;"50 and Above";"New";"2013-09-04";152;6.0;6.0
8489;"AW00019488";"Jamie Lin";56;1;48.0;3.0;3;0;"50 and Above";"New";"2013-10-17";151;48.0;48.0
8490;"AW00019489";"Alexandra Patterson";56;1;39.0;2.0;2;0;"50 and Above";"New";"2013-08-29";153;39.0;39.0
8491;"AW00019490";"Kristina Smith";56;1;63.0;3.0;3;0;"50 and Above";"New";"2013-04-04";157;63.0;63.0
8492;"AW00019491";"Stanley Prasad";45;1;6.0;2.0;2;0;"40-49";"New";"2014-01-19";148;6.0;6.0
8493;"AW00019492";"Andres Andersen";51;1;6.0;2.0;2;0;"50 and Above";"New";"2013-08-03";153;6.0;6.0
8494;"AW00019493";"Karla Shan";56;2;3515.0;5.0;5;2;"50 and Above";"New";"2013-02-04";159;1757.5;1757.5
8495;"AW00019494";"Sergio Martinez";41;1;6.0;2.0;2;0;"40-49";"New";"2013-10-14";151;6.0;6.0
8496;"AW00019495";"Francis Gill";41;1;39.0;2.0;2;0;"40-49";"New";"2013-06-22";155;39.0;39.0
8497;"AW00019496";"Edgar Subram";41;2;1854.0;3.0;3;16;"40-49";"Regular";"2013-03-21";158;927.0;115.88
8498;"AW00019497";"Raul She";41;1;29.0;2.0;2;0;"40-49";"New";"2013-08-17";153;29.0;29.0
8499;"AW00019498";"Christy Wang";41;1;31.0;3.0;3;0;"40-49";"New";"2013-06-28";155;31.0;31.0
8500;"AW00019499";"Shawn Black";57;2;3492.0;5.0;5;2;"50 and Above";"New";"2013-02-03";159;1746.0;1746.0
8501;"AW00019500";"Russell Shan";52;2;3478.0;3.0;3;4;"50 and Above";"New";"2013-03-23";158;1739.0;869.5
8502;"AW00019501";"Allison Edwards";53;2;1819.0;2.0;2;16;"50 and Above";"Regular";"2013-03-26";158;909.5;113.69
8503;"AW00019502";"Felicia Carlson";53;2;3565.0;6.0;6;4;"50 and Above";"New";"2013-03-08";158;1782.5;891.25
8504;"AW00019503";"Bridget Luo";58;2;1392.0;5.0;5;2;"50 and Above";"New";"2013-03-01";158;696.0;696.0
8505;"AW00019504";"Dominic Garcia";58;2;1383.0;3.0;3;4;"50 and Above";"New";"2013-04-25";157;691.5;345.75
8506;"AW00019505";"Gilbert She";42;1;53.0;3.0;3;0;"40-49";"New";"2013-06-17";155;53.0;53.0
8507;"AW00019506";"Candice Lin";42;2;3480.0;4.0;4;6;"40-49";"New";"2013-05-26";156;1740.0;580.0
8508;"AW00019507";"Raul Shen";42;1;6.0;2.0;2;0;"40-49";"New";"2013-07-12";154;6.0;6.0
8509;"AW00019508";"Troy Rana";45;1;6.0;2.0;2;0;"40-49";"New";"2013-09-07";152;6.0;6.0
8510;"AW00019509";"Nancy Suri";44;1;44.0;3.0;3;0;"40-49";"New";"2013-11-02";150;44.0;44.0
8511;"AW00019510";"Renee Torres";44;2;3451.0;3.0;3;6;"40-49";"New";"2013-05-11";156;1725.5;575.17
8512;"AW00019511";"Marcus Ward";44;2;3524.0;6.0;6;5;"40-49";"New";"2013-05-14";156;1762.0;704.8
8513;"AW00019512";"Marco Kapoor";44;1;86.0;4.0;4;0;"40-49";"New";"2013-04-10";157;86.0;86.0
8514;"AW00019513";"Jessie Liang";40;1;25.0;1.0;1;0;"40-49";"New";"2013-08-17";153;25.0;25.0
8515;"AW00019514";"Kari Rodriguez";40;1;79.0;4.0;4;0;"40-49";"New";"2013-07-23";154;79.0;79.0
8516;"AW00019515";"Nancy Garcia";40;1;6.0;2.0;2;0;"40-49";"New";"2013-03-28";158;6.0;6.0
8517;"AW00019516";"Kaitlyn Griffin";45;1;4.0;1.0;1;0;"40-49";"New";"2013-03-24";158;4.0;4.0
8518;"AW00019517";"Max Gomez";45;2;1938.0;3.0;3;5;"40-49";"New";"2013-06-13";155;969.0;387.6
8519;"AW00019518";"Clifford Arun";45;2;1893.0;4.0;4;16;"40-49";"Regular";"2013-04-26";157;946.5;118.31
8520;"AW00019519";"Bianca Zhu";47;1;39.0;2.0;2;0;"40-49";"New";"2013-06-02";155;39.0;39.0
8521;"AW00019520";"Kari Mu├▒oz";42;1;88.0;3.0;3;0;"40-49";"New";"2013-03-13";158;88.0;88.0
8522;"AW00019521";"Jaime Dominguez";47;1;54.0;2.0;2;0;"40-49";"New";"2013-02-14";159;54.0;54.0
8523;"AW00019522";"Christian Powell";40;1;64.0;3.0;3;0;"40-49";"New";"2013-05-16";156;64.0;64.0
